1962/3/23,547
1962/3/26,547
1962/3/27,537
1962/3/28,539
1962/3/29,538
1962/3/30,533
1962/4/2,525
1962/4/3,513
1962/4/4,510
1962/4/5,521
1962/4/6,521
1962/4/9,521
1962/4/10,523
1962/4/11,516
1962/4/12,511
1962/4/13,518
1962/4/16,517
1962/4/17,520
1962/4/18,519
1962/4/19,519
1962/4/20,519
1962/4/23,518
1962/4/24,513
1962/4/25,499
1962/4/26,485
1962/4/27,454
1962/4/30,462
1962/5/1,473
1962/5/2,482
1962/5/3,486
1962/5/4,475
1962/5/7,459
1962/5/8,451
1962/5/9,453
1962/5/10,446
1962/5/11,455
1962/5/14,452
1962/5/15,457
1962/5/16,449
1962/5/17,450
1962/5/18,435
1962/5/21,415
1962/5/22,398
1962/5/23,399
1962/5/24,361
1962/5/25,383
1962/5/28,393
1962/5/29,385
1962/5/31,360
1962/6/1,364
1962/6/4,365
1962/6/5,370
1962/6/6,374
1962/6/7,359
1962/6/8,335
1962/6/11,323
1962/6/12,306
1962/6/13,333
1962/6/14,330
1962/6/15,336
1962/6/18,328
1962/6/19,316
1962/6/20,320
1962/6/21,332
1962/6/22,320
1962/6/25,333
1962/6/26,344
1962/6/27,339
1962/6/28,350
1962/6/29,351
1962/7/2,350
1962/7/3,345
1962/7/5,350
1962/7/6,359
1962/7/9,375
1962/7/10,379
1962/7/11,376
1962/7/12,382
1962/7/13,370
1962/7/16,365
1962/7/17,367
1962/7/18,372
1962/7/19,373
1962/7/20,363
1962/7/23,371
1962/7/24,369
1962/7/25,376
1962/7/26,387
1962/7/27,387
1962/7/30,376
1962/7/31,385
1962/8/1,385
1962/8/2,380
1962/8/3,373
1962/8/6,382
1962/8/7,377
1962/8/8,376
1962/8/9,379
1962/8/10,386
1962/8/13,387
1962/8/14,386
1962/8/15,389
1962/8/16,394
1962/8/17,393
1962/8/20,409
1962/8/21,411
1962/8/22,409
1962/8/23,408
1962/8/24,393
1962/8/27,391
1962/8/28,388
1962/8/29,396
1962/8/30,387
1962/8/31,383
1962/9/4,388
1962/9/5,382
1962/9/6,384
1962/9/7,382
1962/9/10,383
1962/9/11,383
1962/9/12,388
1962/9/13,395
1962/9/14,392
1962/9/17,386
1962/9/18,383
1962/9/19,377
1962/9/20,364
1962/9/21,369
1962/9/24,355
1962/9/25,350
1962/9/26,353
1962/9/27,340
1962/9/28,350
1962/10/1,349
1962/10/2,358
1962/10/3,360
1962/10/4,360
1962/10/5,366
1962/10/9,359
1962/10/10,356
1962/10/11,355
1962/10/12,367
1962/10/15,357
1962/10/16,361
1962/10/17,355
1962/10/18,348
1962/10/19,343
1962/10/22,330
1962/10/23,340
1962/10/24,339
1962/10/25,331
1962/10/26,345
1962/10/29,352
1962/10/30,346
1962/10/31,352
1962/11/1,357
